"","target","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","Target","UID","Location"
"7858","Good","PROF297","COIMBATORE ","HYUNDAI I10 MAGNA 1.2 PETROL 2009",400000,204250,7802,36,"Y","HUSBAND","O",25,12,3,"PR005",0,45000,9,"N",NA,"Y","R",0,700000,"0","4","Y",2,"N","RE FINANCE HYUNDAI I10",1,"COIMBATORE","POSITIVE","N","SEP",6,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",12000,33000,24,2,7858,10
"7859","Good","PROF397","TIRUNELVELI ","MARUTI SUZUKI RITZ VXI BS IV PETROL 2011",350000,204250,7802,36,"Y","APPLICANT","O",40,40,3,"PR005",0,40000,9,"Y",5,"N","R",0,0,"0","4","Y",2,"N","FAMILY ",1,NA,"POSITIVE","N","SEP",4,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,40000,20,2,7859,19
"7860","Good","PROF305","SALEM ","MARUTI SUZUKI EECO 5 STR PETROL 2011",300000,204250,10698,24,"Y","APPLICANT ","O",40,10,6,"PR006",0,60000,10,"Y",5,"Y","O",0,0,"0","4","Y",2,"Y","VEHICLE PURCHASES ",1,"CONGEEYUR","POSITIVE","N","SEP",10,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",35000,25000,43,2,7860,22
"7861","Bad","PROF394","KANPUR","MAHINDRA SCORPIO S2 DIESEL 2014",650000,554250,16628,48,"Y","SELF","O",24,24,3,"PR005",25,80000,5,"Y",5,"N","O",250000,2500000,"15","2","Y",1,"N","PERSONAL USE",1,"FATEHPUR","POSITIVE","N","SEP",5,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",20000,60000,28,1,7861,46
"7862","Bad","PROF235","JABALPUR ","FORD FIESTA CLASSIC CLXI 1.4 TDCI DIESEL 2012",500000,364250,10928,48,"Y","SELF","O",50,30,3,"PR006",0,64000,1,"Y",5,"N","O",55000,0,"0","0","Y",1,"Y","VEHICLE PURCHASE",1,"SATNA","POSITIVE","N","SEP",1,"FAMILY BUSINESS",NA,0,NA,NA,NA,0,0,"Y",15839,48161,28,1,7862,40
"7863","Good","PROF124","COIMBATORE ","FORD FIGO ZXI DURATORQ 1.4 DIESEL 2011",500000,350000,11084,48,"Y","APPLICANT","O",30,10,3,"PR005",40,50000,25,"Y",5,"N","R",50000,200000,"20","0","Y",2,"N","APPLICANT IS END USER OF VEHICLE",1,"COIMBATORE","POSITIVE","N","SEP",15,"PROP",NA,0,NA,NA,NA,0,0,"Y",4500,45500,24,2,7863,10
"7864","Good","PROF383","DELHI","HYUNDAI SANTRO XING GL PETROL 2012",350000,200000,6000,48,"Y","PD DONE RESI CUM OFFICE CASE","O",35,35,3,"PR005",0,40000,5,"N",NA,"N","O",0,0,"0","1","N",1,"Y","PERSONAL USE",1,NA,"POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,40000,15,2,7864,27
"7865","Bad","PROF390","VIJAYAWADA","VOLKSWAGEN VENTO HIGHLINE DIESEL 2011",350000,304250,11048,36,"Y","PROPRATOR","R",25,2,3,"PR003",0,60000,45,"N",NA,"N","R",0,0,"0","4","Y",2,"N","TENALI",1,"550000","POSITIVE","N","SEP",4,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",13000,47000,24,1,7865,15
"7866","Good","PROF245","AHMEDABAD","MARUTI SUZUKI SWIFT VDI DIESEL 2010",400000,304250,11368,36,"Y","SPOUSE","R",2,1,3,"PR005",0,70000,2,"N",6,"N","R",0,0,"0","0","Y",2,"N","SELF",1,"AHMEDABAD","POSITIVE","N","SEP",2,"PROP",NA,0,NA,NA,NA,0,0,"Y",15500,54500,21,2,7866,4
"7867","Good","PROF176","LUDHIANA","TOYOTA INNOVA 2.5 E 7 STR DIESEL 2009",600000,500000,14167,48,"Y","SELF","O",39,39,3,"PR005",0,125000,15,"N",5,"Y","L",0,0,"0","0","Y",1,"N","FUNDS TO BE USED FOR PERSONAL USE ",1,"LUDHIANA","POSITIVE","N","SEP",15,"TAXI OWNER",NA,0,NA,NA,NA,0,0,"Y",0,125000,11,2,7867,28
"7868","Good","PROF383","DELHI","TATA SAFARI STORME 2.2 EX 4X2 DIESEL 2014",500000,404250,14935,36,"Y","OFFICE PD DONE","O",10,10,3,"PR005",0,1e+05,10,"N",NA,"N","O",0,0,"0","0","N",1,"N","CONSTRUCTION PURPOSE",1,NA,"POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,100000,15,2,7868,27
"7869","Good","PROF094","JABALPUR ","MARUTI SUZUKI SWIFT VDI ABS BS IV DIESEL 2012",515000,434250,10857,60,"Y","MEDICAL SHOP OWNER ","O",15,15,3,"PR005",0,50000,10,"N",5,"N","O",0,0,"0","2","Y",1,"N","PERSONAL USE REFINANCE CASE ",1,"GADARWARA ","POSITIVE","N","SEP",10,"BUSSINESSMAN",NA,0,NA,NA,NA,0,0,"Y",0,50000,22,2,7869,40
"7870","Bad","PROF204","INDORE ","CHEVROLET BEAT LS DIESEL 2015",500000,454250,12114,60,"Y","SELF","O",35,35,3,"PR006",0,53000,20,"Y",5,"N","O",0,0,"0","0","N",1,"Y","PERSONAL USE",1,"INDORE","POSITIVE","N","SEP",20,"FARMER AND PROPERTY BROKER",NA,0,NA,NA,NA,0,0,"Y",22200,30800,43,1,7870,18
"7871","Good","PROF305","KOLHAPUR","MAHINDRA SCORPIO VLS 2.2 M HAWK DIESEL 2013",750000,600000,15500,60,"Y","SELF","R",20,5,3,"PR005",0,80000,5,"N",NA,"Y","R",0,0,"0","0","Y",1,"Y","APPLICANT",1,"SANGLI","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",30000,50000,31,2,7871,11
"7872","Good","PROF249","INDORE ","MARUTI SUZUKI SX4 VDI BS IV DIESEL 2013",575000,429250,10732,60,"Y","SELF","O",10,10,3,"PR001",0,22000,4,"N",NA,"N","O",0,0,"0","1","Y",2,"N","PERSONAL USE",1,NA,"POSITIVE","N","SAL",4,"TEACHER",NA,0,NA,NA,NA,0,0,"Y",0,22000,49,2,7872,18
"7873","Good","PROF117","VIJAYAWADA","MARUTI SUZUKI WAGON R LXI PETROL 2011",300000,204250,7592,36,"Y","APPLICANT","R",20,8,3,"PR005",0,40000,7,"Y",5,"N","L",0,0,"0","2","Y",2,"N","APPLICANT",1,NA,"POSITIVE","N","SEP",3,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",20000,20000,38,2,7873,15
"7874","Good","PROF252","COIMBATORE ","MARUTI SUZUKI SWIFT VDI DIESEL 2011",600000,504250,15758,48,"Y","APPLICANT ","O",58,40,3,"PR007",100,150000,40,"Y",5,"Y","O",250000,15000,"100","2","N",1,"Y","APPLICANT ",1,"KINATHUKKADAVU","POSITIVE","N","AGR",40,"APPLICANT ",NA,0,NA,NA,NA,0,0,"Y",25000,125000,13,2,7874,10
"7875","Bad","PROF252","TIRUPATHI","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2012",400000,354250,12940,36,"Y","APPLICANT","O",25,25,3,"PR007",0,1e+05,12,"N",5,"N","O",0,0,"0","0","Y",2,"N","PERCHESED CAR",1,NA,"POSITIVE","N","AGR",12,"FARMER",NA,0,NA,NA,NA,0,0,"Y",20000,80000,16,1,7875,39
"7876","Good","PROF252","COIMBATORE ","FORD FIESTA CLASSIC 1.4 TDCI TITANIUM DIESEL 2012",800000,404250,14214,36,"Y","PROPERITOR","O",37,37,3,"PR008",0,60000,20,"N",NA,"Y","O",0,0,"0","0","Y",1,"N","VEHICLE PURCHASE PURPOSE",1,NA,"POSITIVE","N","AGR",20,"AGRICULTUREST",NA,0,NA,NA,NA,0,0,"Y",0,60000,24,2,7876,10
"7877","Good","PROF245","MYSORE","HONDA CITY 1.5 S MT PETROL 2011",500000,454250,17085,36,"Y","APPLICANT","O",9,3,3,"PR005",65,60000,5,"Y",1,"N","R",120000,100000,"60","3","Y",2,"N","VEHICLE PURCHASE",1,"DAVANGERE","POSITIVE","N","SEP",5,"PFOPRIOTOR",NA,0,NA,NA,NA,0,0,"Y",20000,40000,43,2,7877,23
"7878","Bad","PROF176","VISAKHAPATNAM","HYUNDAI I20 MAGNA 1.4 CRDI DIESEL 2013",400000,350000,8888,60,"Y","PROPERITOR","O",20,20,3,"PR005",0,60000,6,"Y",5,"N","O",0,0,"0","2","N",2,"Y","SELF",1,"VISAKHAPATNAM","POSITIVE","N","SEP",6,"PROPERITOR",NA,0,NA,NA,NA,0,0,"Y",10000,50000,18,1,7878,14
"7879","Bad","PROF252","BIKANER","MAHINDRA SCORPIO RF HAWK DIESEL 2012",700000,658250,20297,48,"Y","SELF","O",41,41,3,"PR007",0,1e+05,20,"N",NA,"N","O",0,0,"0","1","N",1,"Y","PURCHASE THE VEHICLE",1,NA,"POSITIVE","N","AGR",20,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",45000,55000,37,1,7879,61
"7880","Good","PROF235","INDORE ","TOYOTA ETIOS LIVA TRD SPORTIVO DIESEL 2012",450000,364250,9714,60,"Y","PROPREITOR","O",25,25,3,"PR005",0,50000,4,"Y",5,"N","O",0,0,"0","2","Y",1,"Y","CUSTOMER PERSONAL USE ",1,"INDORE ","POSITIVE","N","SEP",4,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",15000,35000,28,2,7880,18
"7881","Bad","PROF252","VIJAYAWADA","MAHINDRA SCORPIO VLX 2.2 M HAWK DIESEL 2012",600000,504250,20311,36,"Y","APPLICANT","O",20,12,3,"PR008",0,2e+05,20,"Y",5,"Y","O",0,0,"0","0","N",1,"Y","OWN PURPUS",1,"NELLORE","POSITIVE","N","AGR",20,"OWNER",NA,0,NA,NA,NA,0,0,"Y",85000,115000,18,1,7881,15
"7882","Good","PROF305","HYDERABAD ","RENAULT DUSTER RXL DIESEL 110 DIESEL 2013",550000,500000,13284,60,"Y","APP","O",30,30,3,"PR005",0,3e+05,2,"Y",6,"N","O",0,0,"0","10","Y",2,"N","PERSONAL",1,"NALGONDA","POSITIVE","N","SEP",3,"PRO",NA,0,NA,NA,NA,0,0,"Y",50000,250000,5,2,7882,30
"7883","Good","PROF245","JODHPUR","TATA SAFARI 4X2 LX DICOR BS IV DIESEL 2015",450000,400000,14445,36,"Y","PROPRIETOR","O",17,17,3,"PR005",0,5e+05,5,"Y",5,"N","R",0,0,"0","5","Y",2,"N","SALE PURCHASE CASE",1,"JODHPUR","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",435000,65000,47,2,7883,53
"7884","Good","PROF252","INDORE ","MARUTI SUZUKI RITZ VDI ABS BS IV DIESEL 2011",350000,179250,5154,48,"Y","SELF","O",30,30,3,"PR007",0,60000,20,"Y",6,"Y","O",0,0,"0","3","N",1,"Y","SELF USE",1,"INDORE","POSITIVE","N","AGR",20,"FARMER",NA,0,NA,NA,NA,0,0,"Y",10000,50000,10,2,7884,18
"7885","Bad","PROF383","BANGALORE ","TOYOTA INNOVA 2.5 V 7STR DIESEL 2012",1080000,992500,37396,36,"Y","APPLICANT ","O",50,10,NA,NA,0,0,0,"N",NA,"N",NA,0,0,"0","0","Y",NA,"N",NA,NA,NA,"POSITIVE","N",NA,0,NA,NA,0,NA,NA,NA,0,0,"N",0,0,9.22337e+18,1,7885,9
"7886","Good","PROF109","CALICUT","MAHINDRA XUV500 W8 AWD DIESEL 2012",1120000,800000,20000,60,"Y","CO APPLICANT","O",20,20,3,"PR002",0,140000,5,"N",NA,"N","L",0,0,"0","15","Y",2,"N","BUYING MAHINDRA XUV 2012 MODEL",2,"CALICUT","POSITIVE","N","SAL",3,"WAITER",NA,0,NA,NA,NA,0,0,"Y",45000,95000,21,2,7886,42
"7887","Bad","PROF392","VIJAYAWADA","MAHINDRA BOLERO XLS 7 STR DIESEL 2012",450000,350000,18157,24,"Y","APPLICANT","R",10,10,3,"PR005",0,1e+05,10,"N",NA,"N","R",0,0,"0","0","N",2,"N","FOR PURCHASE PF VEHICLE",1,"NARASARAOPET","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",20000,80000,23,1,7887,15
"7888","Bad","PROF252","AURANGABAD","MAHINDRA BOLERO SLX DIESEL 2012",500000,354250,12793,36,"Y","APPLICANT SELF","O",24,24,3,"PR007",0,65000,8,"Y",5,"Y","O",0,0,"0","3","N",2,"Y","SALE / PURCHASE",1,"JALNA","POSITIVE","N","AGR",8,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",25000,40000,32,1,7888,32
"7889","Good","PROF066","RAIPUR ","TOYOTA INNOVA 2.5 V 7STR DIESEL 2010",1000000,808500,25603,48,"Y","SELF","O",10,10,3,"PR004",0,80000,2,"N",NA,"N","O",5e+05,0,"0","0","Y",2,"N","TO BUY THE ASSET",1,NA,"POSITIVE","N","SEP",2,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,7889,20
"7890","Bad","PROF219","PUNE","MARUTI SUZUKI ALTO LXI BS III PETROL 2009",200000,150000,5567,36,"Y","SELF","O",39,39,3,"PR005",50,40000,40,"Y",6,"N","R",80000,0,"0","2","Y",2,"N","SELF USE",1,NA,"POSITIVE","N","SEP",40,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,40000,14,1,7890,7
"7891","Bad","PROF235","DEHRADUN","HYUNDAI VERNA VGT CRDI SX AT 1.5 DIESEL 2009",400000,300000,11084,36,"Y","PROP","O",51,20,3,"PR005",0,3e+05,20,"Y",1,"N","R",0,0,"0","0","N",1,"Y","USED CAR PURCHASE. RESIDENCE STABILITY SINCE 20 YRS AT CURRENT ADDRESS AND SINCE BIRTH IN SAME VILLAGE. BUSINESS STABILITY MORE THAN 12 YRS AS PER REGISTRATION CERTIFICATE ON RECORD. GOOD REPAYMENT OF LOANS",1,"DEHRADUN","POSITIVE","N","SEP",20,"PROP",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,1,7891,60
"7892","Good","PROF346","MYSORE","MARUTI SUZUKI ALTO LXI BS II PETROL 2009",150000,104250,5343,24,"Y","MOTHER","O",20,20,3,"PR006",0,30000,10,"N",5,"N","O",50000,0,"0","2","N",1,"N","APPLICANT",1,"KARKALA","POSITIVE","N","SEP",10,"AUTOMOBILE",NA,0,NA,NA,NA,0,0,"Y",10000,20000,27,2,7892,23
"7893","Bad","PROF176","VARANASI","MARUTI SUZUKI ZEN LXI BS II PETROL 2011",200000,154250,5577,36,"Y","APPLICANT","O",20,20,3,"PR010",70,25000,10,"N",5,"N","O",30000,0,"70","0","N",1,"Y","PURCHASE OF USED CAR",1,"VARANASI","POSITIVE","N","OTH",10,"DRIVER",NA,0,NA,NA,NA,0,0,"Y",12020,12980,61,1,7893,68
"7894","Bad","PROF211","NAGPUR","MAHINDRA XYLO E4 BS III DIESEL 2010",450000,319250,11662,36,"Y","APPLICANT","O",30,30,1,"PR005",15,150000,10,"Y",1,"Y","O",1500000,0,"10","0","N",1,"Y","APPLICANT",1,"NAGPUR","POSITIVE","N","SEP",10,"PROP",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,1,7894,3
"7895","Good","PROF276","VISAKHAPATNAM","HYUNDAI I10 SPORTZ 1.2 PETROL 2011",350000,300000,10709,36,"Y","SELF","O",37,37,3,"PR005",0,50000,10,"Y",1,"Y","R",0,0,"0","2","Y",2,"N","ASSET TO BE USED BY APPLICANT",1,"VIZAG","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",15000,35000,31,2,7895,14
"7896","Bad","PROF235","RAIPUR ","MAHINDRA SCORPIO S2 DIESEL 2015",800000,624250,15607,60,"Y","SELF","O",20,20,3,"PR005",30,40000,20,"N",5,"N","O",2e+05,1000000,"20","3","Y",2,"N","PURCHASE OF VEHICLE",1,"BILASPUR","POSITIVE","N","SEP",20,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",10000,30000,52,1,7896,20
"7897","Bad","PROF026","HYDERABAD","MARUTI SUZUKI ERTIGA ZDI DIESEL 2016",600000,574250,15055,60,"Y","K SAI RAJESH","O",20,20,3,"PR005",100,1e+05,10,"Y",1,"N","L",1e+05,1000000,"100","2","Y",1,"N","PERSONAL USE ONLY",1,"HYDERABAD","POSITIVE","N","SEP",10,"DOCTOR",NA,0,NA,NA,NA,0,0,"Y",20000,80000,19,1,7897,49
"7898","Good","PROF227","COIMBATORE ","FIAT GRAND PUNTO EMOTION 1.3 DIESEL 2013",600000,150000,7500,24,"Y","VEHICLE USER","R",15,15,3,"PR002",0,46000,4,"Y",5,"N","R",46000,0,"0","0","N",2,"N","APPLICANT",1,"TRIPUR","POSITIVE","N","SAL",3,"TERRITORY MANAGER ",NA,0,NA,NA,NA,0,0,"Y",33000,13000,87,2,7898,10
"7899","Good","PROF334","CHENNAI I","HYUNDAI I10 SPORTZ 1.2 PETROL 2010",400000,255250,7871,48,"Y","APPLICANT ","O",20,20,3,"PR005",0,3e+05,6,"N",NA,"N","R",3e+05,250000,"0","3","Y",2,"N","APPLICANT PERSONAL USE- REFINANCE - BT",1,"CHENNAI ","POSITIVE","N","SEP",6,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",238460,61540,23,2,7899,12
"7900","Bad","PROF245","VISAKHAPATNAM","FORD FIESTA CLASSIC CLXI 1.4 TDCI DIESEL 2011",400000,304250,15484,24,"Y","PARTNER","O",20,3,3,"PR004",0,230000,4,"N",1,"N","L",0,0,"0","1","Y",2,"N","PERSONAL",1,"RAJAHMUNDRY","POSITIVE","N","SEP",4,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",50000,180000,9,1,7900,14
"7901","Good","PROF337","COIMBATORE ","MAHINDRA SCORPIO 2.2 VLXHAWK2012",957375,570000,17960,48,"Y","APPLICATN","R",33,3,3,"PR004",40,5e+05,3,"N",1,"N","R",120000,0,"33","3","Y",1,"N","END USE OF AMOUNT FOR THEY WILL START ANOTHER BRANCH IN PEELAMEDU, FUND WILL USE FOR BUSINESS PURPOSE",1,"COIMBATORE","POSITIVE","N","SEP",3,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,7901,10
"7902","Good","PROF325","MADURAI","MARUTI SUZUKI SWIFT LDI DIESEL 2012",370000,304250,11619,36,"Y","APPLICAT","R",20,2,3,"PR002",30,35000,17,"Y",5,"N","R",0,33000,"20","2","Y",1,"N","APPLICANT ",1,"MADURAI ","POSITIVE","N","SAL",17,"LIBRARIAN",NA,0,NA,NA,NA,0,0,"Y",0,35000,33,2,7902,1
"7903","Bad","PROF262","KOLKATA","MARUTI SUZUKI SX4 VXI PETROL 2013",800000,254250,6456,60,"Y","APPLICANT","O",26,26,3,"PR005",0,60000,5,"Y",4,"Y","O",60000,0,"0","8","N",1,"Y","APPLICANT",1,NA,"POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",20000,40000,16,1,7903,2
"7904","Bad","PROF289","MYSORE","MARUTI SUZUKI SWIFT VDI DIESEL 2011",500000,304250,11309,36,"Y","APPLICANT ","O",50,30,3,"PR005",40,65000,50,"Y",6,"N","O",350000,150000,"30","2","N",2,"N","PERSONAL USE. ",1,"PANDAVAPURA","POSITIVE","N","SEP",1,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",15000,50000,23,1,7904,23
"7905","Bad","PROF252","MADURAI","MAHINDRA SCORPIO VLX BS IV DIESEL 2009",400000,304250,15593,24,"Y","APPLICANT ","O",23,23,3,"PR008",0,65000,5,"Y",5,"Y","O",0,0,"0","3","N",1,"Y","APPLICANT ",1,"KARAIKUDI ","POSITIVE","N","AGR",5,"FRAMER ",NA,0,NA,NA,NA,0,0,"Y",15000,50000,31,1,7905,1
"7906","Bad","PROF305","BANGALORE ","CHEVROLET TAVERA SS D1 BS II DIESEL 2008",400000,354250,10628,48,"Y","APPLICANT","O",40,8,3,"PR006",0,50000,18,"Y",5,"N","R",0,0,"0","0","Y",2,"N","APPLICANT",1,"TUMKUR","POSITIVE","N","SEP",18,"SELF",NA,0,NA,NA,NA,0,0,"Y",25000,25000,43,1,7906,9
"7907","Good","PROF349","ORISSA","TATA INDIGO LX DIESEL 2011",600000,119250,6013,24,"Y","APPLICANT","O",31,31,3,"PR005",15,45000,5,"Y",5,"N","O",3e+05,0,"10","0","N",1,"N","GIVEN TO SALER",1,"BHUBANESWAR","POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",15000,30000,20,2,7907,29
"7908","Good","PROF383","SALEM","MARUTI SUZUKI ERTIGA VDI DIESEL 2013",625000,284250,12235,30,"Y","APPLICANT","O",37,37,3,"PR006",0,70000,15,"N",NA,"N","O",0,0,"0","5","Y",2,"N","VECHILE PURCHASE",1,"KRISHNAGIRI","POSITIVE","N","SEP",15,"LAND LARD",NA,0,NA,NA,NA,0,0,"Y",32000,38000,48,2,7908,50
"7909","Bad","PROF105","KOLHAPUR","TOYOTA INNOVA 2.5 V 7STR DIESEL 2008",630000,500000,16864,42,"Y","SELF","O",40,13,3,"PR005",0,60000,25,"Y",5,"N","O",0,0,"0","2","N",1,"Y","FOR USED CAR PURCHSE",1,"KOLHAPUR","POSITIVE","N","SEP",25,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",12000,48000,35,1,7909,11
"7910","Good","PROF235","RAIPUR ","HYUNDAI VERNA CRDI SX 1.6 DIESEL 2012",650000,578500,15186,60,"Y","AJAY KUMAR PANICKER","O",20,20,3,"PR005",0,50000,10,"N",6,"N","O",0,0,"0","2","Y",2,"N","PERSONNAL USE",1,"BHILAI","POSITIVE","N","SEP",10,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",20000,30000,51,2,7910,20
"7911","Good","PROF227","DEHRADUN","HYUNDAI I20 SPORTZ AT 1.4 PETROL 2013",400000,304250,9128,48,"Y","APPLICANT","O",13,2.5,3,"PR002",0,96000,10,"Y",1,"N","R",0,0,"0","0","Y",2,"N","PERSONAL USE",1,"DEHRADUN","POSITIVE","N","SAL",10,"MANAGER",NA,0,NA,NA,NA,0,0,"Y",47777,48223,49,2,7911,60
"7912","Good","PROF252","VIJAYAWADA","HYUNDAI I10 MAGNA 1.2 PETROL 2009",250000,204250,7281,36,"Y","APPLICANT ","O",20,20,3,"PR005",0,94000,20,"Y",5,"N","O",0,0,"0","0","N",2,"N","FOR PURCHASE OF VEHICLE ",1,"THOTAVARI PALEM","POSITIVE","N","SEP",20,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",65086,28914,51,2,7912,15
"7913","Bad","PROF383","CHENNAI I","MARUTI SUZUKI SWIFT VDI DIESEL 2014",600000,500000,15209,48,"Y","APPLICANT","R",20,20,3,"PR005",0,12000,20,"Y",5,"N","R",0,0,"0","0","Y",1,"N","APPLICANT DAUGHTAR IN LAW",1,"CHENNAI","POSITIVE","N","SEP",20,"HOUSE WIFE",NA,0,NA,NA,NA,0,0,"Y",0,12000,127,1,7913,12
"7914","Bad","PROF375","NAGPUR","FORD ECOSPORT TITANIUM 1.5 TDCI DIESEL 2013",750000,504250,25679,24,"Y","SELF","O",50,50,3,"PR005",0,1e+05,15,"Y",1,"N","O",2e+06,0,"0","0","Y",2,"N","PERSONAL ",1,"HINGANGHAT","POSITIVE","N","SEP",15,"PROP",NA,0,NA,NA,NA,0,0,"Y",20000,80000,32,1,7914,3
"7915","Good","PROF278","CHENNAI I","MARUTI SUZUKI SWIFT ZDI DIESEL 2015",600000,470000,12064,60,"Y","HIRER","O",20,20,3,"PR005",0,40000,10,"Y",5,"Y","L",0,0,"0","2","Y",2,"N","CAR PURCHASE",1,"CHENNAI","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",10000,30000,40,2,7915,12
"7916","Bad","PROF301","HYDERABAD ","MARUTI SUZUKI SWIFT DZIRE TOUR DIESEL 2012",500000,404250,10444,60,"Y","APPLICANT","O",30,30,3,"PR005",0,70000,5,"N",NA,"N","O",40000,0,"0","2","Y",2,"N","APPT USE.",1,"NALGONDA","POSITIVE","N","SEP",5,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,70000,15,1,7916,30
"7917","Good","PROF227","INDORE ","MARUTI SUZUKI ALTO LXI BS III PETROL 2009",175000,148250,4807,40,"Y","BROTHER","L",10,10,3,"PR002",0,37000,5,"Y",5,"N","O",0,0,"0","10","Y",2,"N","APPLICANT",1,"INDORE","POSITIVE","N","SAL",3,"SR TECHINICIANFROM",NA,0,NA,NA,NA,0,0,"Y",5000,32000,15,2,7917,18
"7918","Good","PROF245","KARIMNAGAR","TOYOTA ETIOS LIVA GD DIESEL 2012",480000,430000,10553,60,"Y","GUARANTOR ","O",30,28,3,"PR009",0,15000,10,"Y",5,"N","O",0,0,"0","0","N",1,"N","APPLICANT ",1,"KAMAREDDY ","POSITIVE","N","AGR",10,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",0,15000,70,2,7918,33
"7919","Good","PROF235","INDORE","CHEVROLET TAVERA ELITE LS B3 7 STR BS III DIESEL 2014",600000,404250,10444,60,"Y","APPLICANT ","O",42,42,3,"PR005",30,1e+05,25,"Y",5,"N","R",3e+05,500000,"30","2","N",1,"N","APPLICANT ",1,"SHAJAPUR ","POSITIVE","N","SEP",25,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",20000,80000,13,2,7919,41
"7920","Good","PROF176","PONDICHERRY ","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2008",295000,255000,12857,24,"Y","APPLICANT","O",25,10,3,"PR005",0,52000,12,"Y",5,"N","O",0,0,"0","0","N",1,"Y","COMMERCIAL USE",2,"PONDICHERRY","POSITIVE","N","SEP",12,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,52000,25,2,7920,5
"7921","Good","PROF300","COIMBATORE ","HONDA CITY V MT DIESEL 2014",1000000,504250,14498,48,"Y","APPLICANT","R",15,2,3,"PR005",20,5e+05,16,"N",5,"N","R",1500000,1000000,"15","23","Y",2,"N","CAR PURCHASE",1,"TIRUPPUR","POSITIVE","N","SEP",7,"PROP",NA,0,NA,NA,NA,0,0,"Y",240000,260000,6,2,7921,10
